,date,platform,country,country_x_language,media,campaign_id,campaign_name,ad_id,ad_name,short_ad_name,ad_type,ad_creative_type,spend,impressions,clicks,installs,sales,purchases (D0),purchases (D7),purchases_value (D0),purchases_value (D7)
7453,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001639,FR_202106_V_XL_UGC-KITCHEN_VALUE-PROP_SUBTITLED,UGC-KITCHEN_VALUE-PROP_SUBTITLED_FR,REWARD,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7697,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000283,FR_202101_V_XL_BEFORE-AFTER_SOCIAL-PROOF_CONCAT,BEFORE-AFTER_SOCIAL-PROOF_CONCAT_FR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7726,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_002484,FR_202109_C_L_STREAK-REWARD_GAMIFICATION_CONCAT,STREAK-REWARD_GAMIFICATION_CONCAT_FR,REWARD,VIDEO_PLAY,0.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
7853,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001673,FR_202106_C_M_MEAL-TRACKER_GAMIFICATION_SUBTITLED,MEAL-TRACKER_GAMIFICATION_SUBTITLED_FR,REWARD,VIDEO_PLAY,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
7900,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_002500,FR_202110_C_XL_MEAL-TRACKER_RESULTS_HOOK1,MEAL-TRACKER_RESULTS_HOOK1_FR,REWARD,VIDEO_PLAY,0.0,174.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
8168,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001640,FR_202106_C_M_MEAL-TRACKER_GAMIFICATION_SUBTITLED,MEAL-TRACKER_GAMIFICATION_SUBTITLED_FR,REWARD,VIDEO_PLAY,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8300,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_000600,FR_202108_C_L_TESTIMONIAL_MOTIVATION_CONCAT,TESTIMONIAL_MOTIVATION_CONCAT_FR,GRAPHIC,VIDEO_PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8353,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002229,FR_202107_S_XL_STREAK-REWARD_VALUE-PROP_CONCAT,STREAK-REWARD_VALUE-PROP_CONCAT_FR,GRAPHIC,VIDEO_PLAY,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8457,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002223,FR_202108_C_L_CALORIE-GOAL_MOTIVATION_CONCAT,CALORIE-GOAL_MOTIVATION_CONCAT_FR,GRAPHIC,VIDEO_PLAY,0.0,94.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
8461,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_000599,FR_202106_C_XL_UGC-OUTDOOR_FEATURE-FOCUS_HOOK2,UGC-OUTDOOR_FEATURE-FOCUS_HOOK2_FR,GRAPHIC,VIDEO_PLAY,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8545,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002084,FR_202101_C_XL_UGC-KITCHEN_VALUE-PROP_HOOK2,UGC-KITCHEN_VALUE-PROP_HOOK2_FR,GRAPHIC,VIDEO_PLAY,0.0,35.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
8652,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001594,FR_202103_V_M_MEAL-TRACKER_FEATURE-FOCUS_LOOPED,MEAL-TRACKER_FEATURE-FOCUS_LOOPED_FR,REWARD,VIDEO_PLAY,3.33072977135,146.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0
9163,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002219,FR_202104_C_S_BARCODE-SCAN_FEATURE-FOCUS_HOOK2,BARCODE-SCAN_FEATURE-FOCUS_HOOK2_FR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9225,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_000977,FR_202112_C_M_HEALTHY-HABITS_CONVENIENCE_HOOK2,HEALTHY-HABITS_CONVENIENCE_HOOK2_FR,REWARD,VIDEO_PLAY,0.0,204.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0
9235,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_002408,FR_202105_C_XL_TESTIMONIAL_GAMIFICATION_LOOPED,TESTIMONIAL_GAMIFICATION_LOOPED_FR,GRAPHIC,VIDEO_PLAY,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
9474,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000164,FR_202109_V_XL_BEFORE-AFTER_GAMIFICATION_LIGHT,BEFORE-AFTER_GAMIFICATION_LIGHT_FR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9593,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001680,FR_202101_C_M_UGC-LIVINGROOM_ONBOARDING_HOOK2,UGC-LIVINGROOM_ONBOARDING_HOOK2_FR,GRAPHIC,VIDEO_PLAY,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
9594,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000376,FR_202108_C_L_TESTIMONIAL_MOTIVATION_CONCAT,TESTIMONIAL_MOTIVATION_CONCAT_FR,GRAPHIC,VIDEO_PLAY,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
9986,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001665,FR_202105_C_L_TESTIMONIAL_PROBLEM-SOLUTION_SUBTITLED,TESTIMONIAL_PROBLEM-SOLUTION_SUBTITLED_FR,REWARD,VIDEO_PLAY,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
10021,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_002237,FR_202103_S_M_GROCERY-LIST_VALUE-PROP_CONCAT,GROCERY-LIST_VALUE-PROP_CONCAT_FR,GRAPHIC,VIDEO_PLAY,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10459,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000361,FR_202101_S_S_BEFORE-AFTER_SOCIAL-PROOF_LOOPED,BEFORE-AFTER_SOCIAL-PROOF_LOOPED_FR,REWARD,VIDEO_PLAY,0.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
10895,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001493,FR_202110_C_XL_WATER-TRACK_SOCIAL-PROOF_HOOK1,WATER-TRACK_SOCIAL-PROOF_HOOK1_FR,REWARD,VIDEO_PLAY,3.09151899195,892.0,514.0,1.0,0.0,0.0,0.0,0.0,0.0
11177,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000374,FR_202108_C_L_TESTIMONIAL_MOTIVATION_CONCAT,TESTIMONIAL_MOTIVATION_CONCAT_FR,REWARD,VIDEO_PLAY,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
11191,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001473,FR_202110_C_XL_WATER-TRACK_SOCIAL-PROOF_HOOK1,WATER-TRACK_SOCIAL-PROOF_HOOK1_FR,REWARD,VIDEO_PLAY,27.7926792114,1162.0,810.0,5.0,0.0,0.0,0.0,0.0,0.0
11329,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002076,FR_202109_S_L_UGC-KITCHEN_PROBLEM-SOLUTION_HOOK2,UGC-KITCHEN_PROBLEM-SOLUTION_HOOK2_FR,REWARD,VIDEO_PLAY,13.7837088233,81.0,65.0,2.0,0.0,0.0,0.0,0.0,0.0
11409,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_002488,FR_202110_C_XL_MEAL-TRACKER_RESULTS_HOOK1,MEAL-TRACKER_RESULTS_HOOK1_FR,GRAPHIC,VIDEO_PLAY,0.0,125.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
11413,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001672,FR_202106_V_XL_UGC-KITCHEN_VALUE-PROP_SUBTITLED,UGC-KITCHEN_VALUE-PROP_SUBTITLED_FR,GRAPHIC,VIDEO_PLAY,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
11481,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000299,FR_202106_V_XL_PORTION-GUIDE_SOCIAL-PROOF_CONCAT,PORTION-GUIDE_SOCIAL-PROOF_CONCAT_FR,GRAPHIC,VIDEO_PLAY,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
11685,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_002131,FR_202109_S_S_TESTIMONIAL_FEATURE-FOCUS_LOOPED,TESTIMONIAL_FEATURE-FOCUS_LOOPED_FR,GRAPHIC,VIDEO_PLAY,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
12076,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002479,FR_202105_V_L_CHALLENGE-30D_VALUE-PROP_LIGHT,CHALLENGE-30D_VALUE-PROP_LIGHT_FR,REWARD,VIDEO_PLAY,12.246699994750001,985.0,642.0,2.0,1.0,1.0,1.0,22.242327999999997,22.242327999999997
12165,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_002121,FR_202111_S_L_EDUCATIONAL-TIPS_RESULTS_DARK,EDUCATIONAL-TIPS_RESULTS_DARK_FR,GRAPHIC,VIDEO_PLAY,0.0,143.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0
12221,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000153,FR_202102_V_S_UGC-OUTDOOR_FEATURE-FOCUS_CTAEND,UGC-OUTDOOR_FEATURE-FOCUS_CTAEND_FR,GRAPHIC,VIDEO_PLAY,0.0,175.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0
12469,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000948,FR_202101_V_L_TESTIMONIAL_MOTIVATION_HOOK2,TESTIMONIAL_MOTIVATION_HOOK2_FR,REWARD,VIDEO_PLAY,0.0,39.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
12598,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000246,FR_202106_V_M_CHALLENGE-30D_CONVENIENCE_CTAEND,CHALLENGE-30D_CONVENIENCE_CTAEND_FR,REWARD,VIDEO_PLAY,0.0,203.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0
12602,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001167,FR_202103_V_S_PRODUCT-DEMO_ONBOARDING_LOOPED,PRODUCT-DEMO_ONBOARDING_LOOPED_FR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12862,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_002124,FR_202107_V_S_RECIPE-DEMO_VALUE-PROP_LOOPED,RECIPE-DEMO_VALUE-PROP_LOOPED_FR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12894,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000962,FR_202112_C_M_HEALTHY-HABITS_CONVENIENCE_HOOK2,HEALTHY-HABITS_CONVENIENCE_HOOK2_FR,REWARD,VIDEO_PLAY,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
12938,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_000982,FR_202101_V_L_TESTIMONIAL_MOTIVATION_HOOK2,TESTIMONIAL_MOTIVATION_HOOK2_FR,GRAPHIC,VIDEO_PLAY,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
13007,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_002099,FR_202111_S_L_EDUCATIONAL-TIPS_RESULTS_DARK,EDUCATIONAL-TIPS_RESULTS_DARK_FR,REWARD,VIDEO_PLAY,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
13212,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001627,FR_202103_V_M_MEAL-TRACKER_FEATURE-FOCUS_LOOPED,MEAL-TRACKER_FEATURE-FOCUS_LOOPED_FR,GRAPHIC,VIDEO_PLAY,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
13251,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000366,FR_202105_S_M_CALORIE-GOAL_GAMIFICATION_DARK,CALORIE-GOAL_GAMIFICATION_DARK_FR,REWARD,VIDEO_PLAY,0.0,57.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
13341,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001646,FR_202101_S_XL_HEALTHY-HABITS_VALUE-PROP_SUBTITLED,HEALTHY-HABITS_VALUE-PROP_SUBTITLED_FR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13488,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001600,FR_202105_C_L_TESTIMONIAL_PROBLEM-SOLUTION_SUBTITLED,TESTIMONIAL_PROBLEM-SOLUTION_SUBTITLED_FR,GRAPHIC,VIDEO_PLAY,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
13722,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001629,FR_202108_C_XL_CALORIE-GOAL_RESULTS_SUBTITLED,CALORIE-GOAL_RESULTS_SUBTITLED_FR,REWARD,VIDEO_PLAY,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
14120,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001596,FR_202108_C_XL_CALORIE-GOAL_RESULTS_SUBTITLED,CALORIE-GOAL_RESULTS_SUBTITLED_FR,REWARD,VIDEO_PLAY,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
14209,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001659,FR_202103_V_M_MEAL-TRACKER_FEATURE-FOCUS_LOOPED,MEAL-TRACKER_FEATURE-FOCUS_LOOPED_FR,GRAPHIC,VIDEO_PLAY,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
14314,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002085,FR_202109_S_S_TESTIMONIAL_FEATURE-FOCUS_LOOPED,TESTIMONIAL_FEATURE-FOCUS_LOOPED_FR,GRAPHIC,VIDEO_PLAY,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
14512,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001159,FR_202108_V_L_FOODSWAP_MOTIVATION_HOOK1,FOODSWAP_MOTIVATION_HOOK1_FR,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
14561,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_002128,FR_202111_C_XL_PHOTO-SCAN_CONVENIENCE_LIGHT,PHOTO-SCAN_CONVENIENCE_LIGHT_FR,GRAPHIC,VIDEO_PLAY,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
14614,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002082,FR_202111_C_XL_PHOTO-SCAN_CONVENIENCE_LIGHT,PHOTO-SCAN_CONVENIENCE_LIGHT_FR,GRAPHIC,VIDEO_PLAY,0.0,147.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
14693,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001647,FR_202101_C_M_UGC-LIVINGROOM_ONBOARDING_HOOK2,UGC-LIVINGROOM_ONBOARDING_HOOK2_FR,GRAPHIC,VIDEO_PLAY,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
15129,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_002232,FR_202112_V_L_PORTION-GUIDE_PROBLEM-SOLUTION_HOOK2,PORTION-GUIDE_PROBLEM-SOLUTION_HOOK2_FR,GRAPHIC,VIDEO_PLAY,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
15200,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_002422,FR_202105_C_XL_TESTIMONIAL_GAMIFICATION_LOOPED,TESTIMONIAL_GAMIFICATION_LOOPED_FR,GRAPHIC,VIDEO_PLAY,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
15284,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_002122,FR_202109_S_L_UGC-KITCHEN_PROBLEM-SOLUTION_HOOK2,UGC-KITCHEN_PROBLEM-SOLUTION_HOOK2_FR,GRAPHIC,VIDEO_PLAY,0.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
15703,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_002100,FR_202109_S_L_UGC-KITCHEN_PROBLEM-SOLUTION_HOOK2,UGC-KITCHEN_PROBLEM-SOLUTION_HOOK2_FR,GRAPHIC,VIDEO_PLAY,0.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
15865,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002214,FR_202103_S_M_GROCERY-LIST_VALUE-PROP_CONCAT,GROCERY-LIST_VALUE-PROP_CONCAT_FR,GRAPHIC,VIDEO_PLAY,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
16111,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001177,FR_202108_V_L_FOODSWAP_MOTIVATION_HOOK1,FOODSWAP_MOTIVATION_HOOK1_FR,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
16148,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001477,FR_202112_C_L_BARCODE-SCAN_RESULTS_LOOPED,BARCODE-SCAN_RESULTS_LOOPED_FR,REWARD,VIDEO_PLAY,0.0,109.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
16149,2022-06-02,Android,CH,CH-fr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000944,FR_202106_V_L_GROCERY-LIST_ONBOARDING_SUBTITLED,GROCERY-LIST_ONBOARDING_SUBTITLED_FR,GRAPHIC,PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4224,2022-06-02,Android,CH,CH-gr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_002591,GR_202106_C_S_PRODUCT-DEMO_PROBLEM-SOLUTION_SUBTITLED,PRODUCT-DEMO_PROBLEM-SOLUTION_SUBTITLED_GR,GRAPHIC,VIDEO_PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5182,2022-06-02,Android,CH,CH-gr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_002594,GR_202106_C_S_PRODUCT-DEMO_PROBLEM-SOLUTION_SUBTITLED,PRODUCT-DEMO_PROBLEM-SOLUTION_SUBTITLED_GR,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5873,2022-06-02,Android,CH,CH-gr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002614,GR_202103_V_M_PORTION-GUIDE_CONVENIENCE_CTAEND,PORTION-GUIDE_CONVENIENCE_CTAEND_GR,GRAPHIC,VIDEO_PLAY,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7050,2022-06-02,Android,CH,CH-gr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001785,GR_202106_S_S_UGC-LIVINGROOM_VALUE-PROP_CTAEND,UGC-LIVINGROOM_VALUE-PROP_CTAEND_GR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7057,2022-06-02,Android,CH,CH-gr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001804,GR_202104_S_S_RECIPE-DEMO_CONVENIENCE_SUBTITLED,RECIPE-DEMO_CONVENIENCE_SUBTITLED_GR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7338,2022-06-02,Android,CH,CH-gr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001810,GR_202107_C_XL_TESTIMONIAL_GAMIFICATION_SUBTITLED,TESTIMONIAL_GAMIFICATION_SUBTITLED_GR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9731,2022-06-02,Android,CH,CH-gr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001866,GR_202106_C_M_CALORIE-GOAL_RESULTS_HOOK1,CALORIE-GOAL_RESULTS_HOOK1_GR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10996,2022-06-02,Android,CH,CH-gr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001862,GR_202104_S_S_RECIPE-DEMO_CONVENIENCE_SUBTITLED,RECIPE-DEMO_CONVENIENCE_SUBTITLED_GR,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
11470,2022-06-02,Android,CH,CH-gr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001845,GR_202103_C_XL_BARCODE-SCAN_GAMIFICATION_CTAEND,BARCODE-SCAN_GAMIFICATION_CTAEND_GR,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
12409,2022-06-02,Android,CH,CH-gr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_002592,GR_202108_V_XL_UGC-KITCHEN_CONVENIENCE_HOOK2,UGC-KITCHEN_CONVENIENCE_HOOK2_GR,GRAPHIC,VIDEO_PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12870,2022-06-02,Android,CH,CH-gr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001786,GR_202103_C_XL_BARCODE-SCAN_GAMIFICATION_CTAEND,BARCODE-SCAN_GAMIFICATION_CTAEND_GR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14163,2022-06-02,Android,CH,CH-gr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002586,GR_202108_V_XL_UGC-KITCHEN_CONVENIENCE_HOOK2,UGC-KITCHEN_CONVENIENCE_HOOK2_GR,GRAPHIC,VIDEO_PLAY,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14250,2022-06-02,Android,CH,CH-gr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_002609,GR_202107_C_XL_TESTIMONIAL_GAMIFICATION_SUBTITLED,TESTIMONIAL_GAMIFICATION_SUBTITLED_GR,GRAPHIC,VIDEO_PLAY,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14313,2022-06-02,Android,CH,CH-gr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_002588,GR_202108_V_XL_UGC-KITCHEN_CONVENIENCE_HOOK2,UGC-KITCHEN_CONVENIENCE_HOOK2_GR,GRAPHIC,VIDEO_PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,2022-06-02,Android,CH,CH-hu,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001384,HU_202109_V_L_QUIZ-INTERACTIVE_RESULTS_DARK,QUIZ-INTERACTIVE_RESULTS_DARK_HU,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845,2022-06-02,Android,CH,CH-hu,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001378,HU_202101_S_L_TESTIMONIAL_ONBOARDING_HOOK2,TESTIMONIAL_ONBOARDING_HOOK2_HU,GRAPHIC,VIDEO_PLAY,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
