,date,platform,country,country_x_language,media,campaign_id,campaign_name,ad_id,ad_name,short_ad_name,ad_type,ad_creative_type,spend,impressions,clicks,installs,sales,purchases (D0),purchases (D7),purchases_value (D0),purchases_value (D7)
524,2022-06-03,Android,CZ,CZ-ru,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001042,RU_202105_C_S_PRODUCT-DEMO_CONVENIENCE_LIGHT,PRODUCT-DEMO_CONVENIENCE_LIGHT_RU,REWARD,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8103,2022-06-03,Android,CZ,CZ-ru,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001041,RU_202111_C_L_RECIPE-DEMO_ONBOARDING_HOOK1,RECIPE-DEMO_ONBOARDING_HOOK1_RU,GRAPHIC,VIDEO_PLAY,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12435,2022-06-03,Android,CZ,CZ-ru,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001032,RU_202105_C_S_PRODUCT-DEMO_CONVENIENCE_LIGHT,PRODUCT-DEMO_CONVENIENCE_LIGHT_RU,REWARD,VIDEO_PLAY,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14355,2022-06-03,Android,CZ,CZ-ru,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001036,RU_202111_C_L_RECIPE-DEMO_ONBOARDING_HOOK1,RECIPE-DEMO_ONBOARDING_HOOK1_RU,GRAPHIC,VIDEO_PLAY,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
14799,2022-06-03,Android,CZ,CZ-ru,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001044,RU_202111_C_L_RECIPE-DEMO_ONBOARDING_HOOK1,RECIPE-DEMO_ONBOARDING_HOOK1_RU,REWARD,VIDEO_PLAY,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
128,2022-06-03,Android,CZ,CZ-se,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002317,SE_202104_S_XL_GROCERY-LIST_FEATURE-FOCUS_DARK,GROCERY-LIST_FEATURE-FOCUS_DARK_SE,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14680,2022-06-03,Android,CZ,CZ-se,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001308,SE_202111_V_XL_HEALTHY-HABITS_SOCIAL-PROOF_DARK,HEALTHY-HABITS_SOCIAL-PROOF_DARK_SE,REWARD,VIDEO_PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15754,2022-06-03,Android,CZ,CZ-se,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001265,SE_202111_V_XL_HEALTHY-HABITS_SOCIAL-PROOF_DARK,HEALTHY-HABITS_SOCIAL-PROOF_DARK_SE,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16169,2022-06-03,Android,CZ,CZ-se,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002322,SE_202102_V_S_TESTIMONIAL_VALUE-PROP_CONCAT,TESTIMONIAL_VALUE-PROP_CONCAT_SE,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
809,2022-06-03,Android,CZ,CZ-sp,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000198,SP_202103_V_M_CALORIE-GOAL_PROBLEM-SOLUTION_HOOK2,CALORIE-GOAL_PROBLEM-SOLUTION_HOOK2_SP,GRAPHIC,VIDEO_PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3799,2022-06-03,Android,CZ,CZ-sp,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001924,SP_202107_S_L_PRODUCT-DEMO_PROBLEM-SOLUTION_HOOK1,PRODUCT-DEMO_PROBLEM-SOLUTION_HOOK1_SP,REWARD,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4821,2022-06-03,Android,CZ,CZ-sp,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001937,SP_202108_S_S_PHOTO-SCAN_MOTIVATION_LIGHT,PHOTO-SCAN_MOTIVATION_LIGHT_SP,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5401,2022-06-03,Android,CZ,CZ-sp,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_002349,SP_202112_S_S_PORTION-GUIDE_VALUE-PROP_HOOK2,PORTION-GUIDE_VALUE-PROP_HOOK2_SP,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5627,2022-06-03,Android,CZ,CZ-sp,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000197,SP_202102_S_M_WATER-TRACK_RESULTS_CONCAT,WATER-TRACK_RESULTS_CONCAT_SP,GRAPHIC,VIDEO_PLAY,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6448,2022-06-03,Android,CZ,CZ-sp,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000215,SP_202112_S_S_PORTION-GUIDE_MOTIVATION_CONCAT,PORTION-GUIDE_MOTIVATION_CONCAT_SP,GRAPHIC,PLAY,0.0,46.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
12334,2022-06-03,Android,CZ,CZ-sp,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000203,SP_202101_V_XL_PORTION-GUIDE_SOCIAL-PROOF_CTAEND,PORTION-GUIDE_SOCIAL-PROOF_CTAEND_SP,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
104,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001010,TR_202110_C_XL_BARCODE-SCAN_VALUE-PROP_CTAEND,BARCODE-SCAN_VALUE-PROP_CTAEND_TR,GRAPHIC,PLAY,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
525,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001809,TR_202104_V_S_HEALTHY-HABITS_ONBOARDING_LOOPED,HEALTHY-HABITS_ONBOARDING_LOOPED_TR,REWARD,VIDEO_PLAY,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
726,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001005,TR_202110_C_S_WATER-TRACK_MOTIVATION_DARK,WATER-TRACK_MOTIVATION_DARK_TR,GRAPHIC,PLAY,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1427,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000991,TR_202112_C_L_QUIZ-INTERACTIVE_HOWTO_HOOK1,QUIZ-INTERACTIVE_HOWTO_HOOK1_TR,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2841,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001016,TR_202101_S_S_UGC-KITCHEN_MOTIVATION_CONCAT,UGC-KITCHEN_MOTIVATION_CONCAT_TR,GRAPHIC,PLAY,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
3411,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002323,TR_202111_S_S_UGC-LIVINGROOM_RESULTS_HOOK2,UGC-LIVINGROOM_RESULTS_HOOK2_TR,REWARD,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4131,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000999,TR_202105_C_M_UGC-KITCHEN_HOWTO_LIGHT,UGC-KITCHEN_HOWTO_LIGHT_TR,GRAPHIC,PLAY,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4142,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001002,TR_202108_C_L_HEALTHY-HABITS_GAMIFICATION_DARK,HEALTHY-HABITS_GAMIFICATION_DARK_TR,GRAPHIC,PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5517,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001001,TR_202105_C_M_UGC-KITCHEN_HOWTO_LIGHT,UGC-KITCHEN_HOWTO_LIGHT_TR,GRAPHIC,PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8978,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_002335,TR_202111_S_S_UGC-LIVINGROOM_RESULTS_HOOK2,UGC-LIVINGROOM_RESULTS_HOOK2_TR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9382,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001789,TR_202108_V_L_UGC-OUTDOOR_CONVENIENCE_DARK,UGC-OUTDOOR_CONVENIENCE_DARK_TR,REWARD,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
9968,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001838,TR_202104_V_S_HEALTHY-HABITS_ONBOARDING_LOOPED,HEALTHY-HABITS_ONBOARDING_LOOPED_TR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10841,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001805,TR_202101_S_L_EDUCATIONAL-TIPS_VALUE-PROP_LIGHT,EDUCATIONAL-TIPS_VALUE-PROP_LIGHT_TR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11424,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001867,TR_202104_V_S_HEALTHY-HABITS_ONBOARDING_LOOPED,HEALTHY-HABITS_ONBOARDING_LOOPED_TR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11852,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_002554,TR_202108_C_L_HEALTHY-HABITS_GAMIFICATION_DARK,HEALTHY-HABITS_GAMIFICATION_DARK_TR,REWARD,PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13256,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000988,TR_202111_C_XL_FOODSWAP_FEATURE-FOCUS_CONCAT,FOODSWAP_FEATURE-FOCUS_CONCAT_TR,REWARD,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14078,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001835,TR_202101_S_L_EDUCATIONAL-TIPS_VALUE-PROP_LIGHT,EDUCATIONAL-TIPS_VALUE-PROP_LIGHT_TR,REWARD,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
14106,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_002347,TR_202111_S_S_UGC-LIVINGROOM_RESULTS_HOOK2,UGC-LIVINGROOM_RESULTS_HOOK2_TR,REWARD,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14236,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000993,TR_202112_C_L_QUIZ-INTERACTIVE_HOWTO_HOOK1,QUIZ-INTERACTIVE_HOWTO_HOOK1_TR,GRAPHIC,PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14806,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000996,TR_202106_S_L_CHALLENGE-30D_HOWTO_SUBTITLED,CHALLENGE-30D_HOWTO_SUBTITLED_TR,GRAPHIC,VIDEO_PLAY,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
16047,2022-06-03,Android,CZ,CZ-tr,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001825,TR_202102_S_M_UGC-KITCHEN_SOCIAL-PROOF_CONCAT,UGC-KITCHEN_SOCIAL-PROOF_CONCAT_TR,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
124,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001954,CZ_202108_S_L_GROCERY-LIST_GAMIFICATION_DARK,GROCERY-LIST_GAMIFICATION_DARK_CZ,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
280,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001931,CZ_202111_V_S_UGC-LIVINGROOM_PROBLEM-SOLUTION_CTAEND,UGC-LIVINGROOM_PROBLEM-SOLUTION_CTAEND_CZ,GRAPHIC,VIDEO_PLAY,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001947,CZ_202111_V_S_PHOTO-SCAN_ONBOARDING_CTAEND,PHOTO-SCAN_ONBOARDING_CTAEND_CZ,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1618,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000237,CZ_202111_C_XL_FOODSWAP_SOCIAL-PROOF_CONCAT,FOODSWAP_SOCIAL-PROOF_CONCAT_CZ,GRAPHIC,GRAPHIC,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000155,CZ_202112_V_S_CALORIE-GOAL_MOTIVATION_LIGHT,CALORIE-GOAL_MOTIVATION_LIGHT_CZ,GRAPHIC,VIDEO_PLAY,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000217,CZ_202107_S_L_WATER-TRACK_VALUE-PROP_HOOK1,WATER-TRACK_VALUE-PROP_HOOK1_CZ,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2274,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002397,CZ_202103_V_S_STREAK-REWARD_PROBLEM-SOLUTION_CONCAT,STREAK-REWARD_PROBLEM-SOLUTION_CONCAT_CZ,GRAPHIC,VIDEO_PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2723,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001165,CZ_202103_V_M_CHALLENGE-30D_ONBOARDING_LIGHT,CHALLENGE-30D_ONBOARDING_LIGHT_CZ,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2866,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001986,CZ_202102_S_L_PORTION-GUIDE_ONBOARDING_DARK,PORTION-GUIDE_ONBOARDING_DARK_CZ,GRAPHIC,VIDEO_PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3706,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000240,CZ_202104_S_S_UGC-OUTDOOR_FEATURE-FOCUS_LIGHT,UGC-OUTDOOR_FEATURE-FOCUS_LIGHT_CZ,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5008,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000219,CZ_202101_V_L_EDUCATIONAL-TIPS_HOWTO_CONCAT,EDUCATIONAL-TIPS_HOWTO_CONCAT_CZ,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5447,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_002409,CZ_202103_C_M_UGC-LIVINGROOM_FEATURE-FOCUS_DARK,UGC-LIVINGROOM_FEATURE-FOCUS_DARK_CZ,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5970,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000241,CZ_202105_V_XL_RECIPE-DEMO_CONVENIENCE_SUBTITLED,RECIPE-DEMO_CONVENIENCE_SUBTITLED_CZ,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
6220,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000450,CZ_202111_C_XL_MEAL-TRACKER_RESULTS_LIGHT,MEAL-TRACKER_RESULTS_LIGHT_CZ,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6333,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000225,CZ_202112_V_S_CALORIE-GOAL_MOTIVATION_LIGHT,CALORIE-GOAL_MOTIVATION_LIGHT_CZ,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6960,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_000552,CZ_202112_V_S_CALORIE-GOAL_MOTIVATION_LIGHT,CALORIE-GOAL_MOTIVATION_LIGHT_CZ,GRAPHIC,VIDEO_PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7087,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001966,CZ_202111_V_S_UGC-LIVINGROOM_PROBLEM-SOLUTION_CTAEND,UGC-LIVINGROOM_PROBLEM-SOLUTION_CTAEND_CZ,GRAPHIC,VIDEO_PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8300,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000458,CZ_202104_V_M_CHALLENGE-30D_ONBOARDING_LIGHT,CHALLENGE-30D_ONBOARDING_LIGHT_CZ,GRAPHIC,VIDEO_PLAY,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9430,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000457,CZ_202104_V_M_CHALLENGE-30D_ONBOARDING_LIGHT,CHALLENGE-30D_ONBOARDING_LIGHT_CZ,GRAPHIC,VIDEO_PLAY,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
12365,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_000168,CZ_202105_V_XL_RECIPE-DEMO_CONVENIENCE_SUBTITLED,RECIPE-DEMO_CONVENIENCE_SUBTITLED_CZ,GRAPHIC,VIDEO_PLAY,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
12881,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001989,CZ_202102_S_L_PORTION-GUIDE_ONBOARDING_DARK,PORTION-GUIDE_ONBOARDING_DARK_CZ,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
13120,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001949,CZ_202111_V_S_UGC-LIVINGROOM_PROBLEM-SOLUTION_CTAEND,UGC-LIVINGROOM_PROBLEM-SOLUTION_CTAEND_CZ,GRAPHIC,VIDEO_PLAY,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
13208,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001950,CZ_202104_V_S_GROCERY-LIST_MOTIVATION_HOOK2,GROCERY-LIST_MOTIVATION_HOOK2_CZ,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
13320,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001169,CZ_202103_C_XL_CALORIE-GOAL_RESULTS_SUBTITLED,CALORIE-GOAL_RESULTS_SUBTITLED_CZ,GRAPHIC,VIDEO_PLAY,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
13344,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_001150,CZ_202103_C_XL_CALORIE-GOAL_RESULTS_SUBTITLED,CALORIE-GOAL_RESULTS_SUBTITLED_CZ,GRAPHIC,VIDEO_PLAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13646,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000255,CZ_202101_C_L_UGC-LIVINGROOM_MOTIVATION_LIGHT,UGC-LIVINGROOM_MOTIVATION_LIGHT_CZ,GRAPHIC,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
14977,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_000569,CZ_202105_V_XL_RECIPE-DEMO_CONVENIENCE_SUBTITLED,RECIPE-DEMO_CONVENIENCE_SUBTITLED_CZ,REWARD,VIDEO_PLAY,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
14980,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000499,CZ_202110_C_M_GROCERY-LIST_GAMIFICATION_SUBTITLED,GROCERY-LIST_GAMIFICATION_SUBTITLED_CZ,GRAPHIC,VIDEO_PLAY,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
15070,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000845,CZ_202111_V_XL_FOODSWAP_FEATURE-FOCUS_CONCAT,FOODSWAP_FEATURE-FOCUS_CONCAT_CZ,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16065,2022-06-03,Android,DE,DE-cz,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_000852,CZ_202106_S_L_FOODSWAP_VALUE-PROP_DARK,FOODSWAP_VALUE-PROP_DARK_CZ,GRAPHIC,VIDEO_PLAY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2022-06-03,Android,DE,DE-de,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001678,DE_202108_S_L_QUIZ-INTERACTIVE_SOCIAL-PROOF_LIGHT,QUIZ-INTERACTIVE_SOCIAL-PROOF_LIGHT_DE,REWARD,VIDEO_PLAY,46.465379425245004,2119.0,1820.0,10.0,3.0,3.0,3.0,101.8259269,101.8259269
233,2022-06-03,Android,DE,DE-de,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_002126,DE_202105_V_S_WATER-TRACK_VALUE-PROP_LIGHT,WATER-TRACK_VALUE-PROP_LIGHT_DE,GRAPHIC,PLAY,0.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
357,2022-06-03,Android,DE,DE-de,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_002498,DE_202106_V_M_UGC-OUTDOOR_RESULTS_HOOK1,UGC-OUTDOOR_RESULTS_HOOK1_DE,REWARD,VIDEO_PLAY,201.687540416635,17704.0,11937.0,42.0,8.0,7.0,8.0,162.91978054999998,203.6007791
532,2022-06-03,Android,DE,DE-de,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_002111,DE_202104_C_L_PORTION-GUIDE_RESULTS_CTAEND,PORTION-GUIDE_RESULTS_CTAEND_DE,REWARD,VIDEO_PLAY,6.093048270960001,247.0,128.0,1.0,0.0,0.0,0.0,0.0,0.0
543,2022-06-03,Android,DE,DE-de,applovin_int,cmp_0005,acq_ww_applovin_and_display_perf_obj-c,ad_001186,DE_202109_C_XL_QUIZ-INTERACTIVE_ONBOARDING_LOOPED,QUIZ-INTERACTIVE_ONBOARDING_LOOPED_DE,GRAPHIC,VIDEO_PLAY,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
687,2022-06-03,Android,DE,DE-de,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001480,DE_202106_C_L_CHALLENGE-30D_SOCIAL-PROOF_LIGHT,CHALLENGE-30D_SOCIAL-PROOF_LIGHT_DE,REWARD,VIDEO_PLAY,0.0,34.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
880,2022-06-03,Android,DE,DE-de,applovin_int,cmp_0004,acq_ww_applovin_and_display_perf_obj-b,ad_002077,DE_202104_C_XL_STREAK-REWARD_HOWTO_HOOK1,STREAK-REWARD_HOWTO_HOOK1_DE,GRAPHIC,VIDEO_PLAY,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
929,2022-06-03,Android,DE,DE-de,applovin_int,cmp_0002,acq_ww_applovin_and_display_perf_obj-a,ad_001484,DE_202110_V_M_RECIPE-DEMO_ONBOARDING_SUBTITLED,RECIPE-DEMO_ONBOARDING_SUBTITLED_DE,GRAPHIC,VIDEO_PLAY,0.0,65.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
